Image Nmae,Airspeed Value
2132_test.mp4.jpeg,139.0
2607_test.mp4.jpeg,140.0
3021_test.mp4.jpeg,98.0
1604_test.mp4.jpeg,107.0
327_test.mp4.jpeg,119.0
2250_test.mp4.jpeg,144.0
441_test.mp4.jpeg,89.0
650_test.mp4.jpeg,99.0
783_test.mp4.jpeg,55.0
2566_test.mp4.jpeg,140.0
1480_test.mp4.jpeg,105.0
849_test.mp4.jpeg,106.0
861_test.mp4.jpeg,106.0
1395_test.mp4.jpeg,108.0
447_test.mp4.jpeg,84.0
728_test.mp4.jpeg,74.0
2819_test.mp4.jpeg,143.0
852_test.mp4.jpeg,104.0
1501_test.mp4.jpeg,102.0
694_test.mp4.jpeg,79.0
2811_test.mp4.jpeg,142.0
1021_test.mp4.jpeg,97.0
3076_test.mp4.jpeg,51.0
2452_test.mp4.jpeg,141.0
481_test.mp4.jpeg,117.0
1877_test.mp4.jpeg,98.0
161_test.mp4.jpeg,142.0
2207_test.mp4.jpeg,139.0
531_test.mp4.jpeg,85.0
2974_test.mp4.jpeg,124.0
2869_test.mp4.jpeg,140.0
10_test.mp4.jpeg,141.0
1967_test.mp4.jpeg,107.0
3013_test.mp4.jpeg,105.0
1856_test.mp4.jpeg,102.0
607_test.mp4.jpeg,67.0
1838_test.mp4.jpeg,98.0
2695_test.mp4.jpeg,138.0
1620_test.mp4.jpeg,104.0
39_test.mp4.jpeg,141.0
1560_test.mp4.jpeg,109.0
2632_test.mp4.jpeg,140.0
1933_test.mp4.jpeg,101.0
608_test.mp4.jpeg,66.0
1015_test.mp4.jpeg,91.0
1929_test.mp4.jpeg,101.0
808_test.mp4.jpeg,90.0
842_test.mp4.jpeg,103.0
1185_test.mp4.jpeg,109.0
1400_test.mp4.jpeg,105.0
528_test.mp4.jpeg,85.0
1371_test.mp4.jpeg,107.0
1963_test.mp4.jpeg,109.0
1281_test.mp4.jpeg,120.0
2954_test.mp4.jpeg,132.0
2612_test.mp4.jpeg,141.0
643_test.mp4.jpeg,90.0
1697_test.mp4.jpeg,107.0
338_test.mp4.jpeg,117.0
306_test.mp4.jpeg,117.0
2700_test.mp4.jpeg,140.0
1381_test.mp4.jpeg,109.0
717_test.mp4.jpeg,80.0
478_test.mp4.jpeg,115.0
684_test.mp4.jpeg,83.0
2201_test.mp4.jpeg,141.0
1392_test.mp4.jpeg,109.0
2053_test.mp4.jpeg,106.0
740_test.mp4.jpeg,67.0
945_test.mp4.jpeg,97.0
2476_test.mp4.jpeg,140.0
431_test.mp4.jpeg,93.0
2208_test.mp4.jpeg,137.0
1962_test.mp4.jpeg,109.0
2568_test.mp4.jpeg,141.0
1356_test.mp4.jpeg,96.0
2318_test.mp4.jpeg,142.0
532_test.mp4.jpeg,85.0
3045_test.mp4.jpeg,77.0
1973_test.mp4.jpeg,99.0
2691_test.mp4.jpeg,136.0
2714_test.mp4.jpeg,129.0
403_test.mp4.jpeg,112.0
803_test.mp4.jpeg,80.0
2675_test.mp4.jpeg,140.0
1191_test.mp4.jpeg,111.0
3085_test.mp4.jpeg,43.0
1839_test.mp4.jpeg,98.0
26_test.mp4.jpeg,142.0
799_test.mp4.jpeg,74.0
2402_test.mp4.jpeg,139.0
3155_test.mp4.jpeg,56.0
1705_test.mp4.jpeg,106.0
613_test.mp4.jpeg,65.0
914_test.mp4.jpeg,103.0
683_test.mp4.jpeg,84.0
3022_test.mp4.jpeg,98.0
434_test.mp4.jpeg,91.0
1391_test.mp4.jpeg,108.0
3070_test.mp4.jpeg,53.0
567_test.mp4.jpeg,82.0
1319_test.mp4.jpeg,102.0
2397_test.mp4.jpeg,141.0
2490_test.mp4.jpeg,141.0
2563_test.mp4.jpeg,140.0
2702_test.mp4.jpeg,140.0
388_test.mp4.jpeg,118.0
2789_test.mp4.jpeg,139.0
2186_test.mp4.jpeg,138.0
691_test.mp4.jpeg,81.0
2274_test.mp4.jpeg,134.0
1655_test.mp4.jpeg,104.0
2947_test.mp4.jpeg,139.0
352_test.mp4.jpeg,119.0
2604_test.mp4.jpeg,139.0
2225_test.mp4.jpeg,139.0
132_test.mp4.jpeg,142.0
1058_test.mp4.jpeg,107.0
2440_test.mp4.jpeg,139.0
1360_test.mp4.jpeg,96.0
1060_test.mp4.jpeg,108.0
2012_test.mp4.jpeg,101.0
1954_test.mp4.jpeg,106.0
501_test.mp4.jpeg,91.0
1754_test.mp4.jpeg,111.0
2824_test.mp4.jpeg,145.0
1193_test.mp4.jpeg,114.0
2309_test.mp4.jpeg,142.0
2417_test.mp4.jpeg,138.0
2096_test.mp4.jpeg,136.0
1466_test.mp4.jpeg,103.0
2380_test.mp4.jpeg,134.0
1873_test.mp4.jpeg,98.0
2399_test.mp4.jpeg,139.0
2109_test.mp4.jpeg,136.0
2619_test.mp4.jpeg,139.0
2835_test.mp4.jpeg,143.0
1769_test.mp4.jpeg,110.0
15_test.mp4.jpeg,142.0
2338_test.mp4.jpeg,138.0
360_test.mp4.jpeg,119.0
2893_test.mp4.jpeg,138.0
1000_test.mp4.jpeg,99.0
623_test.mp4.jpeg,72.0
417_test.mp4.jpeg,100.0
1815_test.mp4.jpeg,109.0
3068_test.mp4.jpeg,55.0
2793_test.mp4.jpeg,139.0
2822_test.mp4.jpeg,144.0
2707_test.mp4.jpeg,134.0
2098_test.mp4.jpeg,141.0
2293_test.mp4.jpeg,133.0
1895_test.mp4.jpeg,98.0
1953_test.mp4.jpeg,105.0
2677_test.mp4.jpeg,140.0
1007_test.mp4.jpeg,94.0
562_test.mp4.jpeg,82.0
2749_test.mp4.jpeg,130.0
1515_test.mp4.jpeg,107.0
2694_test.mp4.jpeg,137.0
1310_test.mp4.jpeg,110.0
1699_test.mp4.jpeg,105.0
2492_test.mp4.jpeg,139.0
406_test.mp4.jpeg,108.0
1026_test.mp4.jpeg,99.0
1473_test.mp4.jpeg,105.0
479_test.mp4.jpeg,115.0
1020_test.mp4.jpeg,93.0
235_test.mp4.jpeg,143.0
1384_test.mp4.jpeg,108.0
2074_test.mp4.jpeg,117.0
624_test.mp4.jpeg,72.0
48_test.mp4.jpeg,141.0
712_test.mp4.jpeg,81.0
2345_test.mp4.jpeg,142.0
1741_test.mp4.jpeg,106.0
1250_test.mp4.jpeg,112.0
1729_test.mp4.jpeg,109.0
85_test.mp4.jpeg,142.0
266_test.mp4.jpeg,138.0
2194_test.mp4.jpeg,137.0
1924_test.mp4.jpeg,100.0
343_test.mp4.jpeg,118.0
2340_test.mp4.jpeg,138.0
2439_test.mp4.jpeg,136.0
2890_test.mp4.jpeg,139.0
1857_test.mp4.jpeg,102.0
3035_test.mp4.jpeg,82.0
2860_test.mp4.jpeg,141.0
1365_test.mp4.jpeg,99.0
78_test.mp4.jpeg,142.0
1742_test.mp4.jpeg,104.0
1646_test.mp4.jpeg,102.0
1715_test.mp4.jpeg,107.0
2810_test.mp4.jpeg,142.0
1991_test.mp4.jpeg,88.0
2301_test.mp4.jpeg,141.0
1491_test.mp4.jpeg,103.0
864_test.mp4.jpeg,104.0
2368_test.mp4.jpeg,143.0
223_test.mp4.jpeg,142.0
1399_test.mp4.jpeg,104.0
1938_test.mp4.jpeg,106.0
1443_test.mp4.jpeg,103.0
123_test.mp4.jpeg,143.0
2355_test.mp4.jpeg,139.0
2544_test.mp4.jpeg,139.0
1882_test.mp4.jpeg,99.0
2928_test.mp4.jpeg,133.0
2592_test.mp4.jpeg,140.0
1173_test.mp4.jpeg,109.0
2522_test.mp4.jpeg,140.0
1462_test.mp4.jpeg,104.0
2093_test.mp4.jpeg,139.0
348_test.mp4.jpeg,119.0
2998_test.mp4.jpeg,123.0
54_test.mp4.jpeg,141.0
2294_test.mp4.jpeg,136.0
2626_test.mp4.jpeg,139.0
1133_test.mp4.jpeg,112.0
186_test.mp4.jpeg,142.0
1164_test.mp4.jpeg,107.0
1263_test.mp4.jpeg,115.0
1308_test.mp4.jpeg,113.0
594_test.mp4.jpeg,72.0
17_test.mp4.jpeg,142.0
731_test.mp4.jpeg,70.0
298_test.mp4.jpeg,116.0
482_test.mp4.jpeg,117.0
3069_test.mp4.jpeg,54.0
805_test.mp4.jpeg,83.0
2099_test.mp4.jpeg,140.0
2129_test.mp4.jpeg,135.0
1969_test.mp4.jpeg,104.0
1916_test.mp4.jpeg,95.0
96_test.mp4.jpeg,144.0
378_test.mp4.jpeg,117.0
1663_test.mp4.jpeg,104.0
1826_test.mp4.jpeg,105.0
926_test.mp4.jpeg,102.0
289_test.mp4.jpeg,127.0
145_test.mp4.jpeg,141.0
49_test.mp4.jpeg,142.0
211_test.mp4.jpeg,143.0
2559_test.mp4.jpeg,141.0
1249_test.mp4.jpeg,113.0
1112_test.mp4.jpeg,117.0
1662_test.mp4.jpeg,106.0
1306_test.mp4.jpeg,115.0
1680_test.mp4.jpeg,106.0
34_test.mp4.jpeg,140.0
1304_test.mp4.jpeg,118.0
2467_test.mp4.jpeg,140.0
283_test.mp4.jpeg,143.0
1374_test.mp4.jpeg,108.0
114_test.mp4.jpeg,142.0
1369_test.mp4.jpeg,105.0
1183_test.mp4.jpeg,109.0
823_test.mp4.jpeg,93.0
2329_test.mp4.jpeg,142.0
2573_test.mp4.jpeg,141.0
674_test.mp4.jpeg,87.0
1053_test.mp4.jpeg,109.0
1985_test.mp4.jpeg,91.0
1690_test.mp4.jpeg,106.0
537_test.mp4.jpeg,85.0
2261_test.mp4.jpeg,138.0
2255_test.mp4.jpeg,143.0
1811_test.mp4.jpeg,110.0
1898_test.mp4.jpeg,96.0
43_test.mp4.jpeg,142.0
472_test.mp4.jpeg,110.0
2147_test.mp4.jpeg,136.0
2682_test.mp4.jpeg,140.0
1406_test.mp4.jpeg,102.0
955_test.mp4.jpeg,98.0
1979_test.mp4.jpeg,98.0
2185_test.mp4.jpeg,138.0
747_test.mp4.jpeg,62.0
262_test.mp4.jpeg,139.0
888_test.mp4.jpeg,98.0
1866_test.mp4.jpeg,101.0
824_test.mp4.jpeg,92.0
1585_test.mp4.jpeg,105.0
2656_test.mp4.jpeg,140.0
1964_test.mp4.jpeg,109.0
2118_test.mp4.jpeg,139.0
4_test.mp4.jpeg,141.0
35_test.mp4.jpeg,141.0
1893_test.mp4.jpeg,99.0
1167_test.mp4.jpeg,107.0
346_test.mp4.jpeg,118.0
1018_test.mp4.jpeg,90.0
1165_test.mp4.jpeg,106.0
1493_test.mp4.jpeg,103.0
2601_test.mp4.jpeg,139.0
440_test.mp4.jpeg,90.0
1503_test.mp4.jpeg,100.0
2276_test.mp4.jpeg,138.0
2210_test.mp4.jpeg,139.0
2902_test.mp4.jpeg,140.0
1723_test.mp4.jpeg,108.0
2280_test.mp4.jpeg,137.0
2709_test.mp4.jpeg,132.0
2725_test.mp4.jpeg,129.0
1956_test.mp4.jpeg,107.0
2122_test.mp4.jpeg,138.0
939_test.mp4.jpeg,98.0
2532_test.mp4.jpeg,142.0
2960_test.mp4.jpeg,123.0
1548_test.mp4.jpeg,110.0
2379_test.mp4.jpeg,134.0
1469_test.mp4.jpeg,103.0
2366_test.mp4.jpeg,142.0
2413_test.mp4.jpeg,141.0
1215_test.mp4.jpeg,112.0
991_test.mp4.jpeg,101.0
2420_test.mp4.jpeg,141.0
1272_test.mp4.jpeg,117.0
1421_test.mp4.jpeg,107.0
1047_test.mp4.jpeg,110.0
1749_test.mp4.jpeg,109.0
2491_test.mp4.jpeg,141.0
2375_test.mp4.jpeg,142.0
2863_test.mp4.jpeg,140.0
1668_test.mp4.jpeg,102.0
1264_test.mp4.jpeg,117.0
2257_test.mp4.jpeg,142.0
1500_test.mp4.jpeg,100.0
1004_test.mp4.jpeg,93.0
1707_test.mp4.jpeg,106.0
1035_test.mp4.jpeg,104.0
2058_test.mp4.jpeg,105.0
1556_test.mp4.jpeg,110.0
1041_test.mp4.jpeg,108.0
1054_test.mp4.jpeg,107.0
103_test.mp4.jpeg,143.0
1447_test.mp4.jpeg,104.0
1852_test.mp4.jpeg,102.0
640_test.mp4.jpeg,83.0
576_test.mp4.jpeg,80.0
1135_test.mp4.jpeg,112.0
1273_test.mp4.jpeg,116.0
438_test.mp4.jpeg,88.0
1805_test.mp4.jpeg,110.0
2245_test.mp4.jpeg,141.0
2975_test.mp4.jpeg,123.0
1775_test.mp4.jpeg,108.0
450_test.mp4.jpeg,85.0
2291_test.mp4.jpeg,131.0
3167_test.mp4.jpeg,37.0
1325_test.mp4.jpeg,97.0
1098_test.mp4.jpeg,117.0
1674_test.mp4.jpeg,103.0
1105_test.mp4.jpeg,115.0
2231_test.mp4.jpeg,144.0
1002_test.mp4.jpeg,98.0
1051_test.mp4.jpeg,107.0
1033_test.mp4.jpeg,103.0
635_test.mp4.jpeg,74.0
1510_test.mp4.jpeg,103.0
2483_test.mp4.jpeg,143.0
574_test.mp4.jpeg,81.0
738_test.mp4.jpeg,68.0
70_test.mp4.jpeg,142.0
1498_test.mp4.jpeg,101.0
1767_test.mp4.jpeg,109.0
1152_test.mp4.jpeg,110.0
184_test.mp4.jpeg,143.0
461_test.mp4.jpeg,89.0
1834_test.mp4.jpeg,102.0
484_test.mp4.jpeg,117.0
2029_test.mp4.jpeg,105.0
1069_test.mp4.jpeg,105.0
497_test.mp4.jpeg,100.0
2907_test.mp4.jpeg,142.0
154_test.mp4.jpeg,142.0
680_test.mp4.jpeg,86.0
1984_test.mp4.jpeg,90.0
2394_test.mp4.jpeg,140.0
295_test.mp4.jpeg,118.0
1293_test.mp4.jpeg,117.0
989_test.mp4.jpeg,98.0
292_test.mp4.jpeg,121.0
437_test.mp4.jpeg,87.0
2392_test.mp4.jpeg,141.0
2444_test.mp4.jpeg,139.0
187_test.mp4.jpeg,142.0
1259_test.mp4.jpeg,112.0
2331_test.mp4.jpeg,139.0
1581_test.mp4.jpeg,106.0
1610_test.mp4.jpeg,102.0
2745_test.mp4.jpeg,129.0
1205_test.mp4.jpeg,110.0
350_test.mp4.jpeg,119.0
3009_test.mp4.jpeg,117.0
746_test.mp4.jpeg,61.0
2354_test.mp4.jpeg,138.0
1495_test.mp4.jpeg,102.0
593_test.mp4.jpeg,74.0
518_test.mp4.jpeg,80.0
2406_test.mp4.jpeg,141.0
493_test.mp4.jpeg,108.0
1512_test.mp4.jpeg,104.0
813_test.mp4.jpeg,96.0
2144_test.mp4.jpeg,140.0
2944_test.mp4.jpeg,136.0
631_test.mp4.jpeg,74.0
713_test.mp4.jpeg,81.0
1418_test.mp4.jpeg,106.0
1268_test.mp4.jpeg,119.0
1251_test.mp4.jpeg,112.0
735_test.mp4.jpeg,70.0
3019_test.mp4.jpeg,100.0
168_test.mp4.jpeg,142.0
2809_test.mp4.jpeg,140.0
2102_test.mp4.jpeg,140.0
1849_test.mp4.jpeg,103.0
1528_test.mp4.jpeg,101.0
2726_test.mp4.jpeg,129.0
965_test.mp4.jpeg,96.0
1221_test.mp4.jpeg,110.0
1571_test.mp4.jpeg,106.0
569_test.mp4.jpeg,81.0
857_test.mp4.jpeg,105.0
265_test.mp4.jpeg,138.0
324_test.mp4.jpeg,119.0
2101_test.mp4.jpeg,141.0
1180_test.mp4.jpeg,109.0
27_test.mp4.jpeg,142.0
724_test.mp4.jpeg,74.0
2625_test.mp4.jpeg,138.0
1850_test.mp4.jpeg,103.0
1902_test.mp4.jpeg,95.0
1874_test.mp4.jpeg,98.0
2494_test.mp4.jpeg,139.0
1087_test.mp4.jpeg,113.0
322_test.mp4.jpeg,119.0
1987_test.mp4.jpeg,88.0
632_test.mp4.jpeg,75.0
2145_test.mp4.jpeg,137.0
1214_test.mp4.jpeg,112.0
1343_test.mp4.jpeg,97.0
542_test.mp4.jpeg,86.0
1106_test.mp4.jpeg,116.0
2611_test.mp4.jpeg,141.0
165_test.mp4.jpeg,142.0
787_test.mp4.jpeg,60.0
1163_test.mp4.jpeg,107.0
1592_test.mp4.jpeg,109.0
42_test.mp4.jpeg,142.0
1352_test.mp4.jpeg,94.0
3061_test.mp4.jpeg,58.0
2445_test.mp4.jpeg,140.0
1190_test.mp4.jpeg,110.0
2912_test.mp4.jpeg,138.0
2262_test.mp4.jpeg,137.0
647_test.mp4.jpeg,98.0
1429_test.mp4.jpeg,107.0
1334_test.mp4.jpeg,97.0
127_test.mp4.jpeg,142.0
444_test.mp4.jpeg,87.0
2246_test.mp4.jpeg,140.0
1174_test.mp4.jpeg,109.0
2243_test.mp4.jpeg,142.0
2549_test.mp4.jpeg,139.0
196_test.mp4.jpeg,143.0
2754_test.mp4.jpeg,131.0
564_test.mp4.jpeg,82.0
1887_test.mp4.jpeg,100.0
2584_test.mp4.jpeg,138.0
2271_test.mp4.jpeg,137.0
720_test.mp4.jpeg,79.0
1452_test.mp4.jpeg,106.0
2577_test.mp4.jpeg,140.0
2222_test.mp4.jpeg,140.0
792_test.mp4.jpeg,58.0
1078_test.mp4.jpeg,112.0
2386_test.mp4.jpeg,142.0
1144_test.mp4.jpeg,113.0
218_test.mp4.jpeg,143.0
681_test.mp4.jpeg,84.0
2689_test.mp4.jpeg,136.0
2002_test.mp4.jpeg,100.0
1052_test.mp4.jpeg,108.0
2603_test.mp4.jpeg,138.0
786_test.mp4.jpeg,61.0
2055_test.mp4.jpeg,105.0
3163_test.mp4.jpeg,50.0
1504_test.mp4.jpeg,99.0
1383_test.mp4.jpeg,108.0
1949_test.mp4.jpeg,104.0
1396_test.mp4.jpeg,105.0
2059_test.mp4.jpeg,106.0
1750_test.mp4.jpeg,109.0
2932_test.mp4.jpeg,134.0
1583_test.mp4.jpeg,106.0
2746_test.mp4.jpeg,129.0
2596_test.mp4.jpeg,138.0
793_test.mp4.jpeg,58.0
2154_test.mp4.jpeg,143.0
2743_test.mp4.jpeg,130.0
519_test.mp4.jpeg,81.0
2739_test.mp4.jpeg,129.0
1539_test.mp4.jpeg,101.0
1076_test.mp4.jpeg,112.0
589_test.mp4.jpeg,77.0
1390_test.mp4.jpeg,108.0
301_test.mp4.jpeg,114.0
1489_test.mp4.jpeg,103.0
341_test.mp4.jpeg,118.0
603_test.mp4.jpeg,68.0
1468_test.mp4.jpeg,103.0
1425_test.mp4.jpeg,107.0
1280_test.mp4.jpeg,119.0
258_test.mp4.jpeg,141.0
858_test.mp4.jpeg,106.0
667_test.mp4.jpeg,93.0
1913_test.mp4.jpeg,95.0
389_test.mp4.jpeg,118.0
312_test.mp4.jpeg,116.0
2351_test.mp4.jpeg,140.0
701_test.mp4.jpeg,78.0
1104_test.mp4.jpeg,115.0
2934_test.mp4.jpeg,137.0
1100_test.mp4.jpeg,117.0
547_test.mp4.jpeg,86.0
353_test.mp4.jpeg,119.0
1003_test.mp4.jpeg,94.0
1367_test.mp4.jpeg,103.0
1010_test.mp4.jpeg,93.0
2945_test.mp4.jpeg,136.0
545_test.mp4.jpeg,86.0
646_test.mp4.jpeg,96.0
382_test.mp4.jpeg,115.0
2236_test.mp4.jpeg,142.0
938_test.mp4.jpeg,98.0
1073_test.mp4.jpeg,114.0
1629_test.mp4.jpeg,97.0
2968_test.mp4.jpeg,123.0
1159_test.mp4.jpeg,110.0
673_test.mp4.jpeg,87.0
1607_test.mp4.jpeg,104.0
973_test.mp4.jpeg,99.0
2643_test.mp4.jpeg,141.0
1428_test.mp4.jpeg,107.0
1957_test.mp4.jpeg,107.0
1472_test.mp4.jpeg,104.0
1176_test.mp4.jpeg,111.0
500_test.mp4.jpeg,93.0
430_test.mp4.jpeg,93.0
1600_test.mp4.jpeg,109.0
2736_test.mp4.jpeg,130.0
1233_test.mp4.jpeg,108.0
3066_test.mp4.jpeg,57.0
2103_test.mp4.jpeg,143.0
2196_test.mp4.jpeg,139.0
1438_test.mp4.jpeg,102.0
1338_test.mp4.jpeg,97.0
2198_test.mp4.jpeg,142.0
940_test.mp4.jpeg,98.0
566_test.mp4.jpeg,82.0
308_test.mp4.jpeg,117.0
2441_test.mp4.jpeg,139.0
2195_test.mp4.jpeg,138.0
2312_test.mp4.jpeg,141.0
2124_test.mp4.jpeg,138.0
1821_test.mp4.jpeg,107.0
1027_test.mp4.jpeg,99.0
2910_test.mp4.jpeg,135.0
1758_test.mp4.jpeg,108.0
195_test.mp4.jpeg,143.0
2128_test.mp4.jpeg,137.0
16_test.mp4.jpeg,142.0
8_test.mp4.jpeg,140.0
1455_test.mp4.jpeg,107.0
309_test.mp4.jpeg,116.0
853_test.mp4.jpeg,104.0
1408_test.mp4.jpeg,103.0
696_test.mp4.jpeg,77.0
932_test.mp4.jpeg,101.0
68_test.mp4.jpeg,142.0
409_test.mp4.jpeg,112.0
1593_test.mp4.jpeg,110.0
2605_test.mp4.jpeg,139.0
1397_test.mp4.jpeg,106.0
2170_test.mp4.jpeg,137.0
2734_test.mp4.jpeg,131.0
2569_test.mp4.jpeg,142.0
1158_test.mp4.jpeg,111.0
2281_test.mp4.jpeg,137.0
1139_test.mp4.jpeg,109.0
3043_test.mp4.jpeg,80.0
943_test.mp4.jpeg,98.0
2163_test.mp4.jpeg,140.0
2814_test.mp4.jpeg,143.0
2433_test.mp4.jpeg,143.0
2135_test.mp4.jpeg,138.0
804_test.mp4.jpeg,82.0
228_test.mp4.jpeg,142.0
949_test.mp4.jpeg,99.0
1039_test.mp4.jpeg,106.0
396_test.mp4.jpeg,118.0
2213_test.mp4.jpeg,141.0
625_test.mp4.jpeg,71.0
1534_test.mp4.jpeg,100.0
2658_test.mp4.jpeg,139.0
2284_test.mp4.jpeg,136.0
2923_test.mp4.jpeg,138.0
429_test.mp4.jpeg,92.0
2057_test.mp4.jpeg,103.0
2610_test.mp4.jpeg,141.0
2161_test.mp4.jpeg,139.0
2240_test.mp4.jpeg,141.0
2678_test.mp4.jpeg,139.0
1728_test.mp4.jpeg,110.0
2701_test.mp4.jpeg,140.0
2288_test.mp4.jpeg,133.0
961_test.mp4.jpeg,95.0
2040_test.mp4.jpeg,107.0
1679_test.mp4.jpeg,106.0
2041_test.mp4.jpeg,106.0
1095_test.mp4.jpeg,114.0
1300_test.mp4.jpeg,120.0
2137_test.mp4.jpeg,140.0
1522_test.mp4.jpeg,106.0
2505_test.mp4.jpeg,140.0
1875_test.mp4.jpeg,98.0
3062_test.mp4.jpeg,60.0
23_test.mp4.jpeg,143.0
634_test.mp4.jpeg,75.0
666_test.mp4.jpeg,93.0
1157_test.mp4.jpeg,112.0
875_test.mp4.jpeg,108.0
408_test.mp4.jpeg,106.0
473_test.mp4.jpeg,113.0
2554_test.mp4.jpeg,141.0
2435_test.mp4.jpeg,138.0
3050_test.mp4.jpeg,69.0
2211_test.mp4.jpeg,139.0
45_test.mp4.jpeg,140.0
3058_test.mp4.jpeg,62.0
1362_test.mp4.jpeg,97.0
2454_test.mp4.jpeg,139.0
2221_test.mp4.jpeg,138.0
105_test.mp4.jpeg,143.0
2712_test.mp4.jpeg,129.0
239_test.mp4.jpeg,143.0
2460_test.mp4.jpeg,140.0
610_test.mp4.jpeg,64.0
374_test.mp4.jpeg,119.0
2622_test.mp4.jpeg,140.0
620_test.mp4.jpeg,72.0
2471_test.mp4.jpeg,137.0
726_test.mp4.jpeg,75.0
171_test.mp4.jpeg,143.0
1886_test.mp4.jpeg,100.0
1256_test.mp4.jpeg,113.0
1523_test.mp4.jpeg,106.0
1115_test.mp4.jpeg,116.0
784_test.mp4.jpeg,57.0
1336_test.mp4.jpeg,96.0
995_test.mp4.jpeg,105.0
3053_test.mp4.jpeg,70.0
672_test.mp4.jpeg,87.0
859_test.mp4.jpeg,107.0
2971_test.mp4.jpeg,119.0
929_test.mp4.jpeg,102.0
2378_test.mp4.jpeg,138.0
902_test.mp4.jpeg,99.0
2230_test.mp4.jpeg,143.0
1804_test.mp4.jpeg,111.0
1218_test.mp4.jpeg,111.0
3080_test.mp4.jpeg,50.0
3160_test.mp4.jpeg,63.0
2523_test.mp4.jpeg,138.0
1835_test.mp4.jpeg,101.0
1150_test.mp4.jpeg,111.0
12_test.mp4.jpeg,142.0
539_test.mp4.jpeg,85.0
3158_test.mp4.jpeg,60.0
2558_test.mp4.jpeg,140.0
372_test.mp4.jpeg,118.0
2451_test.mp4.jpeg,141.0
2838_test.mp4.jpeg,142.0
423_test.mp4.jpeg,97.0
956_test.mp4.jpeg,98.0
1686_test.mp4.jpeg,105.0
1398_test.mp4.jpeg,106.0
2710_test.mp4.jpeg,131.0
1520_test.mp4.jpeg,107.0
1309_test.mp4.jpeg,110.0
365_test.mp4.jpeg,118.0
1983_test.mp4.jpeg,94.0
483_test.mp4.jpeg,117.0
3046_test.mp4.jpeg,77.0
87_test.mp4.jpeg,142.0
1405_test.mp4.jpeg,101.0
2970_test.mp4.jpeg,122.0
91_test.mp4.jpeg,143.0
588_test.mp4.jpeg,77.0
2546_test.mp4.jpeg,138.0
822_test.mp4.jpeg,92.0
2253_test.mp4.jpeg,143.0
1243_test.mp4.jpeg,112.0
1017_test.mp4.jpeg,89.0
3166_test.mp4.jpeg,41.0
1236_test.mp4.jpeg,108.0
1088_test.mp4.jpeg,114.0
790_test.mp4.jpeg,58.0
900_test.mp4.jpeg,98.0
201_test.mp4.jpeg,143.0
1867_test.mp4.jpeg,101.0
109_test.mp4.jpeg,141.0
2005_test.mp4.jpeg,101.0
2489_test.mp4.jpeg,140.0
243_test.mp4.jpeg,142.0
2416_test.mp4.jpeg,138.0
2407_test.mp4.jpeg,140.0
1130_test.mp4.jpeg,113.0
711_test.mp4.jpeg,81.0
1896_test.mp4.jpeg,97.0
1695_test.mp4.jpeg,106.0
147_test.mp4.jpeg,141.0
2052_test.mp4.jpeg,105.0
270_test.mp4.jpeg,138.0
193_test.mp4.jpeg,143.0
1079_test.mp4.jpeg,113.0
555_test.mp4.jpeg,85.0
181_test.mp4.jpeg,142.0
1676_test.mp4.jpeg,105.0
1546_test.mp4.jpeg,109.0
789_test.mp4.jpeg,57.0
311_test.mp4.jpeg,115.0
3067_test.mp4.jpeg,54.0
364_test.mp4.jpeg,119.0
313_test.mp4.jpeg,116.0
2722_test.mp4.jpeg,130.0
1479_test.mp4.jpeg,105.0
2398_test.mp4.jpeg,141.0
2669_test.mp4.jpeg,140.0
2973_test.mp4.jpeg,120.0
276_test.mp4.jpeg,139.0
2182_test.mp4.jpeg,141.0
1200_test.mp4.jpeg,111.0
1940_test.mp4.jpeg,107.0
844_test.mp4.jpeg,103.0
413_test.mp4.jpeg,108.0
2681_test.mp4.jpeg,140.0
2511_test.mp4.jpeg,142.0
167_test.mp4.jpeg,143.0
2219_test.mp4.jpeg,138.0
221_test.mp4.jpeg,143.0
832_test.mp4.jpeg,94.0
2238_test.mp4.jpeg,141.0
117_test.mp4.jpeg,143.0
2482_test.mp4.jpeg,142.0
895_test.mp4.jpeg,99.0
1440_test.mp4.jpeg,102.0
1040_test.mp4.jpeg,106.0
1577_test.mp4.jpeg,105.0
1307_test.mp4.jpeg,114.0
2082_test.mp4.jpeg,134.0
1847_test.mp4.jpeg,102.0
586_test.mp4.jpeg,78.0
3028_test.mp4.jpeg,85.0
2575_test.mp4.jpeg,140.0
2325_test.mp4.jpeg,136.0
1559_test.mp4.jpeg,109.0
2894_test.mp4.jpeg,138.0
719_test.mp4.jpeg,80.0
163_test.mp4.jpeg,142.0
1141_test.mp4.jpeg,109.0
2738_test.mp4.jpeg,129.0
1820_test.mp4.jpeg,107.0
901_test.mp4.jpeg,97.0
446_test.mp4.jpeg,85.0
1275_test.mp4.jpeg,117.0
884_test.mp4.jpeg,103.0
1828_test.mp4.jpeg,105.0
84_test.mp4.jpeg,143.0
107_test.mp4.jpeg,142.0
351_test.mp4.jpeg,119.0
815_test.mp4.jpeg,96.0
679_test.mp4.jpeg,86.0
273_test.mp4.jpeg,138.0
609_test.mp4.jpeg,65.0
2360_test.mp4.jpeg,140.0
2576_test.mp4.jpeg,141.0
1342_test.mp4.jpeg,97.0
2631_test.mp4.jpeg,140.0
